id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23755415,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,165968147,Ingrid,,Linkeroever,51.21834,4.38208,Private room,59,1,284,2023-06-25,4.57,1,136,81,
23786630,Rental unit in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1 bath,157495101,Tinka,,Historisch Centrum,51.22714,4.40228,Entire home/apt,73,2,196,2023-06-18,3.10,1,30,42,
24061523,Townhouse in Antwerpen · ★4.80 · 2 bedrooms · 2 beds · 2.5 baths,181144506,Frederik,,Amandus - Atheneum,51.2211,4.41803,Entire home/apt,200,6,20,2021-09-30,0.32,1,26,0,
24170223,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,8508094,Bert,,Groenenhoek,51.20238,4.4433,Entire home/apt,75,2,2,2020-02-09,0.05,1,0,0,
24340681,Townhouse in Antwerpen · ★4.70 · 3 bedrooms · 3 beds · 1 bath,43185160,Yan,,Oud - Berchem,51.20089,4.42336,Entire home/apt,155,2,184,2023-03-19,2.99,2,1,35,
24419851,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,22432864,Lenka,,Zuid,51.20753,4.38657,Entire home/apt,91,4,44,2023-06-16,0.70,1,295,21,
24445658,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,184622414,Yassine,,Hoboken - Noord,51.18731,4.37303,Private room,45,1,29,2023-06-10,0.46,1,148,1,
24486262,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 1 bath,135610682,Leentje,,Historisch Centrum,51.22003,4.40253,Entire home/apt,71,2,238,2023-06-25,3.94,4,313,45,
24518063,Rental unit in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,334804,Ann,,Sint-Andries,51.21518,4.39316,Entire home/apt,69,1,28,2023-04-23,0.45,1,327,3,
24669581,Rental unit in Antwerpen · ★4.78 · Studio · 1 bed · 1 bath,33357801,Gerdje & Luc,,Theaterbuurt-Meir,51.21425,4.40782,Entire home/apt,80,2,49,2022-09-06,0.79,1,44,1,
24740629,Rental unit in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1 bath,67066098,Manon,,Hoogte,51.18368,4.396,Entire home/apt,85,5,25,2023-05-29,0.40,2,138,5,
24812299,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,71443936,Gaelle,,Groenenhoek,51.18645,4.44369,Entire home/apt,62,1,9,2023-05-11,2.05,1,293,9,
24900105,Rental unit in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,188263278,Christine,,Zuid,51.20916,4.39688,Entire home/apt,135,2,44,2023-04-10,0.70,3,53,16,
25023469,Rental unit in Antwerpen · ★4.87 · 1 bedroom · 1 bed · 1 bath,184651827,Hans,,Oud - Berchem,51.19817,4.41595,Entire home/apt,450,2,31,2019-12-08,0.50,1,83,0,
25068907,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 2 beds · 1 bath,50671362,Filip,,Hoboken - Centrum,51.17345,4.35422,Entire home/apt,50,2,58,2020-02-16,0.94,1,51,0,
25071158,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1 bath,820292,Jonas,,Centraal Station,51.21428,4.41627,Entire home/apt,34,8,44,2023-06-24,0.79,1,43,15,
25148862,Hotel in Antwerpen · 1 bedroom · 2 beds · 1 private bath,186414084,Yannick,,Nieuw - Zuid,51.20422,4.388,Private room,178,1,2,2022-02-05,0.06,3,355,0,
25150029,Hotel in Antwerpen · ★4.90 · 1 bedroom · 2 beds · 1 private bath,186414084,Yannick,,Nieuw - Zuid,51.20475,4.38782,Private room,162,1,10,2022-10-29,0.18,3,362,1,
25152004,Hotel in Antwerpen · 1 bedroom · 1 bed · 1 private bath,186414084,Yannick,,Nieuw - Zuid,51.20433,4.38846,Private room,85,1,1,2021-12-02,0.05,3,336,0,
25201647,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 2 beds · 1.5 baths,38459356,Anthony,,Historisch Centrum,51.22574,4.40007,Entire home/apt,100,6,12,2019-07-23,0.19,1,0,0,
25439384,Home in Antwerpen · ★5.0 · Studio · 5 beds · 2 baths,114532208,Lise,,Zurenborg,51.20773,4.42835,Entire home/apt,590,90,3,2018-07-30,0.05,1,271,0,
25493896,Home in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 private bath,192406503,Soufiane,,Amandus - Atheneum,51.2193,4.42581,Private room,56,5,7,2023-06-19,0.14,2,132,6,
25507520,Home in Antwerpen · ★4.80 · 3 bedrooms · 5 beds · 3 baths,119340787,Matteo,,Centraal Station,51.21668,4.42633,Entire home/apt,155,2,47,2023-05-20,0.78,1,172,7,
25515794,Rental unit in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,52384223,Annelies,,Deurne Zuid West,51.21006,4.45738,Entire home/apt,59,1,78,2021-09-19,1.27,2,0,0,
25532901,Rental unit in Antwerpen · ★4.72 · 1 bedroom · 1 bed · 1 bath,174932988,Olivier,,Universiteitsbuurt,51.21967,4.41386,Entire home/apt,101,2,152,2023-04-23,2.46,5,127,9,
25610607,Guest suite in Antwerpen · 2 bedrooms · 1 bed · 1 private bath,192406503,Soufiane,,Amandus - Atheneum,51.21923,4.42517,Private room,120,1,1,2018-07-29,0.02,2,0,0,
25854261,Rental unit in Antwerpen · ★4.18 · Studio · 1 bed · 1 bath,157933790,Sander,,Theaterbuurt-Meir,51.21926,4.41496,Entire home/apt,68,5,12,2020-02-09,0.20,1,0,0,
25960097,Rental unit in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1 bath,193627086,Willy,,Historisch Centrum,51.2216,4.40156,Entire home/apt,59,10,37,2023-06-10,0.62,2,0,5,
25960183,Condo in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,169558817,Kathy,,Lambrechtshoeken,51.25131,4.43671,Entire home/apt,90,3,18,2023-06-19,2.90,1,339,18,
25973713,Home in Antwerpen · ★4.87 · 4 bedrooms · 14 beds · 5 baths,4113286,Kathleen,,Sint-Andries,51.21551,4.3964,Entire home/apt,515,2,54,2023-05-21,0.89,2,129,10,
26023466,Rental unit in Antwerpen · ★4.85 · 2 bedrooms · 3 beds · 1 bath,195447870,Barbara,,Historisch Centrum,51.22712,4.40483,Entire home/apt,110,1,373,2023-06-26,6.11,3,320,114,
26163757,Rental unit in Antwerpen · 2 bedrooms · 4 beds · 1 bath,838789,Sarah,,Borgerhout Intra Muros Noord,51.21709,4.43787,Entire home/apt,73,5,0,,,1,0,0,
26175436,Rental unit in Antwerpen · ★4.44 · 1 bedroom · 1 bed · 1 shared bath,70971751,Dries,,Tentoonstellingswijk,51.19143,4.39752,Private room,55,3,10,2023-05-22,0.16,1,0,5,
26181108,Rental unit in Antwerpen · ★4.97 · 2 bedrooms · 2 beds · 1 bath,37722028,Zouhra,,Stuivenberg,51.21944,4.43226,Entire home/apt,114,2,67,2023-06-18,1.11,4,322,12,
26298543,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,37722028,Zouhra,,Stuivenberg,51.221,4.43232,Entire home/apt,64,2,75,2023-06-14,1.23,4,311,23,
26317331,Rental unit in Antwerpen · 1 bedroom · 3 beds · 1 bath,197906689,Guy,,Wilrijk Centrum,51.17275,4.39162,Entire home/apt,75,120,1,2019-01-07,0.02,1,0,0,
26347234,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,193627086,Willy,,Historisch Centrum,51.22244,4.40145,Entire home/apt,42,30,9,2023-05-25,0.17,2,151,3,
26351917,Rental unit in Antwerpen · ★4.66 · 1 bedroom · 2 beds · 1.5 shared baths,10090207,Paul,,Theaterbuurt-Meir,51.21354,4.41066,Private room,60,2,29,2023-05-31,0.51,2,353,17,
26457685,Rental unit in Antwerpen · ★4.87 · 1 bedroom · 3 beds · 1 bath,198954594,Roy & Heidi,,Historisch Centrum,51.21978,4.40371,Entire home/apt,90,2,127,2022-08-28,2.10,1,0,5,
26464842,Townhouse in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,35217596,Irina,,Universiteitsbuurt,51.22181,4.40828,Entire home/apt,58,2,28,2022-09-03,0.46,1,3,1,
26477493,Loft in Antwerpen · ★4.67 · 2 bedrooms · 1 bed · 1.5 baths,66862862,Koen,,Amandus - Atheneum,51.22402,4.41852,Entire home/apt,110,2,9,2019-07-21,0.15,1,0,0,
26578804,Home in Antwerpen · ★4.76 · 2 bedrooms · 2 beds · 4 shared baths,164049778,Helio,,Stuivenberg,51.22754,4.42938,Private room,45,2,61,2023-05-16,1.01,1,346,12,
26592318,Condo in Antwerpen · ★4.73 · 2 bedrooms · 2 beds · 1 bath,103833743,Marnik,,Middelheim,51.18304,4.39287,Entire home/apt,200,2,26,2023-05-01,0.43,1,357,4,
26772734,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,28419248,Hans,,Markgrave,51.1944,4.40152,Entire home/apt,97,4,46,2021-12-30,0.77,2,0,0,
26774974,Townhouse in Antwerpen · 1 bedroom · 2 beds · 1 bath,201323825,Tamara,,Brederode,51.20501,4.40326,Entire home/apt,85,7,0,,,1,173,0,
26802748,Townhouse in Antwerpen · ★4.82 · 2 bedrooms · 2 beds · 1 bath,34449017,Martha,,Borgerhout Intra Muros Zuid,51.21625,4.42953,Entire home/apt,95,20,28,2023-03-23,0.47,2,0,7,
26937582,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 2 beds · 1.5 baths,130014867,Steve,,Centraal Station,51.21554,4.41694,Entire home/apt,150,2,156,2023-06-25,2.60,1,18,43,
26954216,Guesthouse in Antwerpen · ★4.79 · 1 bedroom · 3 beds · 2.5 shared baths,202021039,Leonardo,,Borgerhout Intra Muros Noord,51.22241,4.44272,Private room,40,1,73,2023-06-25,1.25,5,134,23,
26991935,Guesthouse in Antwerpen · ★4.73 · 1 bedroom · 1 bed · 2.5 shared baths,202021039,Leonardo,,Borgerhout Intra Muros Noord,51.22261,4.44408,Private room,35,1,216,2023-06-24,3.68,5,116,34,
27082057,Condo in Antwerpen · 2 bedrooms · 3 beds · 2 baths,55116226,Philippe,,Hoogte,51.17658,4.39306,Entire home/apt,250,2,2,2022-08-01,0.17,2,117,2,
27132678,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,29462814,Lina,,Zuid,51.20712,4.39325,Entire home/apt,95,1,1,2020-02-28,0.02,1,83,0,
27150005,Loft in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,29175132,Astrid,,Stuivenberg,51.23147,4.42394,Entire home/apt,130,10,3,2022-05-29,0.21,1,209,0,
27195796,Rental unit in Antwerpen · ★3.70 · 2 bedrooms · 3 beds · 1 bath,60776484,Michael,,Theaterbuurt-Meir,51.2174,4.40461,Entire home/apt,133,7,11,2022-12-30,0.19,1,101,4,
27288680,Rental unit in Antwerpen · ★4.16 · 1 bedroom · 1 bed · 1 shared bath,142235853,Prince,,Middelheim,51.18198,4.39218,Private room,45,2,19,2023-03-19,0.40,2,364,7,
27479453,Loft in Antwerpen · 2 bedrooms · 2 beds · 1.5 baths,166595468,Lien,,Amandus - Atheneum,51.22669,4.41897,Entire home/apt,250,2,1,2019-01-02,0.02,1,0,0,
27489768,Rental unit in Antwerpen · ★4.42 · 2 bedrooms · 3 beds · 1 bath,110993942,Rev,,Amandus - Atheneum,51.21999,4.42154,Entire home/apt,124,2,19,2022-11-06,0.32,16,314,5,
27490882,Rental unit in Antwerpen · ★3.90 · 1 bedroom · 1 bed · 1 bath,110993942,Rev,,Amandus - Atheneum,51.21925,4.42378,Entire home/apt,94,2,10,2022-10-09,0.17,16,326,1,
27564444,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,5187214,Koenraad,,Harmonie,51.208656,4.405282,Entire home/apt,90,14,7,2022-11-15,0.13,1,62,4,
27567210,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1 bath,7716505,Thomas,,Dam,51.2332,4.42201,Entire home/apt,75,2,8,2021-10-03,0.14,1,0,0,
27645909,Condo in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,6898138,Sammy,,Zurenborg,51.21013,4.42641,Entire home/apt,119,14,52,2023-05-31,0.89,1,125,20,
27654970,Rental unit in Antwerpen · ★4.82 · 2 bedrooms · 3 beds · 2 baths,114044941,Mila,,Sint-Andries,51.21532,4.39779,Entire home/apt,149,2,182,2023-06-09,3.08,1,152,40,
27738708,Rental unit in Antwerpen · ★4.10 · Studio · 1 bed · 1 bath,118536151,Pim,,Amandus - Atheneum,51.22058,4.4182,Entire home/apt,495,1,70,2020-12-15,1.19,7,365,0,
27742986,Townhouse in Antwerpen · 6 bedrooms · 6 beds · 2 shared baths,118536151,Pim,,Brederode,51.20733,4.39893,Private room,35,90,0,,,7,365,0,
27743237,Rental unit in Antwerpen · ★4.97 · 1 bedroom · 2 beds · 1.5 baths,26424945,Sven,,Universiteitsbuurt,51.220905,4.407016,Entire home/apt,170,2,119,2023-06-11,4.84,1,247,46,
27755042,Place to stay in Antwerpen · ★4.51 · 1 bedroom · 2 beds · 1 private bath,15780894,Simon,,Universiteitsbuurt,51.2236,4.40628,Private room,61,1,253,2023-06-09,4.33,10,23,68,
27777408,Guesthouse in Antwerpen · ★4.84 · 1 bedroom · 1 bed · 2.5 shared baths,202021039,Leonardo,,Borgerhout Intra Muros Noord,51.22066,4.442,Private room,35,1,152,2023-06-25,2.60,5,17,16,
27817305,Townhouse in Antwerpen · ★5.0 · 2 bedrooms · 3 beds · 1 bath,2662125,Willem,,Stuivenberg,51.22147,4.43811,Entire home/apt,75,3,8,2019-10-13,0.14,1,3,0,
27844982,Townhouse in Antwerpen · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,210284502,Trix,,Borgerhout Intra Muros Noord,51.22268,4.4429,Private room,33,4,59,2023-06-04,1.06,2,71,28,
27851653,Home in Antwerpen · ★4.85 · 4 bedrooms · 15 beds · 2.5 baths,210338683,Daria,,Ekeren Centrum,51.28097,4.41861,Entire home/apt,229,2,168,2023-06-11,2.90,2,328,20,
27870003,Rental unit in Antwerpen · ★4.84 · 2 bedrooms · 2 beds · 1.5 baths,157246706,Erik,,Historisch Centrum,51.21928,4.40419,Entire home/apt,75,2,113,2022-08-28,1.93,1,0,7,
27930363,Townhouse in Antwerpen · ★4.79 · 2 bedrooms · 5 beds · 2.5 baths,210980516,Kathleen,,Sint-Andries,51.21773147583008,4.397923946380615,Entire home/apt,263,2,24,2023-06-03,0.42,2,293,7,
27951988,Townhouse in Antwerpen · ★4.50 · 2 bedrooms · 3 beds · 2 baths,210980516,Kathleen,,Sint-Andries,51.21709060668945,4.395060062408447,Entire home/apt,209,2,8,2023-06-25,0.31,2,276,5,
27997150,Rental unit in Antwerpen · ★New · Studio · 1 bed · 1 bath,2107935,Emily,,Haringrode,51.20465,4.41685,Entire home/apt,96,6,0,,,1,358,0,
28062441,Townhouse in Antwerpen · ★4.41 · 4 bedrooms · 6 beds · 1.5 baths,34623018,Bjorn,,Dam,51.232,4.42706,Entire home/apt,244,2,75,2022-01-01,1.28,1,67,0,
28087662,Townhouse in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 private bath,26663841,Carlos,,Universiteitsbuurt,51.22201,4.40921,Private room,61,2,159,2023-06-22,2.80,1,7,44,
28124882,Townhouse in Antwerpen · Studio · 4 beds · 1.5 baths,118536151,Pim,,Amandus - Atheneum,51.22759,4.42338,Entire home/apt,1950,1,0,,,7,362,0,
28214576,Guesthouse in Antwerpen · ★4.81 · 1 bedroom · 2 beds · 2.5 shared baths,202021039,Leonardo,,Borgerhout Intra Muros Noord,51.22054,4.44326,Private room,35,1,140,2022-12-28,2.39,5,18,2,
28219481,Home in Antwerpen · 1 bedroom · 1 bed · 1 shared bath,3874708,Mimo,,Stuivenberg,51.22091,4.43646,Private room,350,1,0,,,1,365,0,
28330049,Rental unit in Antwerpen · ★4.77 · 1 bedroom · 1 bed · 1.5 baths,5045908,Monia,,Historisch Centrum,51.22238,4.40156,Entire home/apt,87,1,547,2023-06-11,10.08,1,273,130,
28363835,Rental unit in Antwerpen · ★4.94 · 2 bedrooms · 4 beds · 1.5 baths,43247005,Rebecca,,Historisch Centrum,51.21979,4.40179,Entire home/apt,187,1,143,2023-04-10,2.45,12,365,15,
28374792,Rental unit in Antwerpen · ★4.47 · Studio · 2 beds · 1 bath,65855928,Jo,,Stadspark,51.20753,4.41091,Entire home/apt,53,2,81,2023-05-19,1.40,4,158,8,
28379011,Rental unit in Antwerpen · ★4.62 · 1 bedroom · 2 beds · 1 bath,65855928,Jo,,Stadspark,51.20706,4.41092,Entire home/apt,83,2,101,2023-06-04,1.75,4,157,19,
28381974,Townhouse in Antwerpen · ★4.87 · Studio · 2 beds · 1 shared bath,214273246,Nele,,Brederode,51.20538,4.39735,Private room,105,2,30,2022-01-14,0.55,1,62,0,
28401157,Rental unit in Antwerpen · ★4.76 · 2 bedrooms · 1 bed · 1 shared bath,26368589,Caroline,,Deurne Oost,51.22263,4.48321,Private room,40,1,67,2023-06-10,1.16,1,30,9,
28434123,Rental unit in Antwerpen · ★4.96 · 2 bedrooms · 3 beds · 2 baths,37722028,Zouhra,,Stuivenberg,51.22083,4.43078,Entire home/apt,164,2,82,2023-06-11,1.47,4,322,24,
28621534,Rental unit in Antwerpen · ★4.65 · 1 bedroom · 2 beds · 1 bath,215997412,Viliana,,Universiteitsbuurt,51.22106,4.41609,Entire home/apt,89,1,192,2023-06-24,3.32,1,168,81,
28677510,Townhouse in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1 private bath,113627827,Jeanine,,Zuid,51.20958,4.39906,Private room,80,1,47,2023-05-28,1.13,2,162,25,
28693154,Condo in Antwerpen · ★4.76 · 1 bedroom · 1 bed · 1 bath,216462773,Dean,,Stadspark,51.21561,4.41477,Entire home/apt,82,1,605,2023-06-23,10.53,2,4,131,
28772811,Loft in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,71279617,Sten,,Dam,51.23094,4.43181,Entire home/apt,100,2,6,2021-08-01,0.11,1,0,0,
28778081,Townhouse in Antwerpen · ★4.92 · 3 bedrooms · 3 beds · 1.5 baths,173381402,Anneke,,Brederode,51.20324,4.39226,Entire home/apt,120,2,25,2021-08-21,0.44,1,0,0,
28808213,Rental unit in Antwerpen · ★4.39 · 2 bedrooms · 2 beds · 1 bath,110993942,Rev,,Centraal Station,51.21832,4.42161,Entire home/apt,125,2,36,2023-04-23,0.63,16,311,3,
28808356,Rental unit in Antwerpen · ★4.40 · 1 bedroom · 1 bed · 1 bath,110993942,Rev,,Amandus - Atheneum,51.21977,4.42142,Entire home/apt,94,2,10,2022-07-30,0.17,16,311,2,
28839558,Rental unit in Borgerhout · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,36350256,Kevin,,Borgerhout Intra Muros Zuid,51.21261,4.43217,Entire home/apt,107,2,26,2023-05-20,0.48,1,87,10,
28912521,Rental unit in Antwerpen · ★4.71 · 2 bedrooms · 2 beds · 1.5 baths,222831298,Arne,,Harmonie,51.21002,4.4063,Entire home/apt,70,2,103,2023-06-23,1.85,22,140,38,
28931007,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 3 beds · 1 bath,115662416,Tom,,Historisch Centrum,51.22061,4.39819,Entire home/apt,72,4,44,2023-05-30,0.83,1,1,14,
29042185,Rental unit in Antwerpen · ★4.92 · Studio · 2 beds · 1 bath,59044569,Kevin,,Historisch Centrum,51.21997,4.40014,Entire home/apt,65,1,129,2021-01-30,2.27,3,0,0,
29227406,Rental unit in Antwerpen · ★4.77 · 1 bedroom · 1 bed · 1 bath,19889207,Alex,,Historisch Centrum,51.22398,4.40348,Entire home/apt,71,2,291,2023-06-12,5.11,4,143,74,
29250575,Rental unit in Antwerpen · ★4.56 · 2 bedrooms · 3 beds · 1.5 baths,220372450,Thomas And Jande,,Stuivenberg,51.22296,4.42654,Entire home/apt,100,28,71,2023-02-24,1.30,1,225,4,
29301255,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,43673173,Daan,,Centraal Station,51.21366,4.41752,Entire home/apt,108,2,11,2023-01-28,0.21,2,120,2,
29380915,Rental unit in Antwerpen · ★4.80 · 1 bedroom · 1 bed · 1 bath,221340726,Christine,,Centraal Station,51.21649,4.41974,Entire home/apt,83,4,49,2023-06-07,0.86,1,59,12,
29423576,Rental unit in Antwerpen · ★4.94 · 1 bedroom · 2 beds · 1 bath,127657940,Dirk & Kristin,,Theaterbuurt-Meir,51.21861,4.41316,Entire home/apt,112,2,122,2023-06-23,2.16,2,155,34,
29454542,Home in Antwerpen · ★4.49 · 1 bedroom · 1 bed · 1.5 shared baths,161228373,Laura,,Stuivenberg,51.226,4.43572,Private room,51,1,122,2023-06-11,2.14,2,353,15,
29562413,Rental unit in Antwerpen · ★4.75 · Studio · 2 beds · 1 bath,59044569,Kevin,,Historisch Centrum,51.22045,4.39926,Entire home/apt,65,1,100,2020-10-21,1.77,3,0,0,
29563117,Rental unit in Antwerpen · ★4.80 · Studio · 1 bed · 1 bath,59044569,Kevin,,Historisch Centrum,51.21997,4.40014,Entire home/apt,65,2,69,2021-01-01,1.22,3,0,0,
29565513,Rental unit in Antwerpen · ★4.46 · 1 bedroom · 2 beds · 1 bath,199142824,Donata,,Deurne Zuid West,51.19469,4.45794,Entire home/apt,133,3,13,2021-08-22,0.23,1,15,0,
29600232,Rental unit in Antwerpen · ★4.67 · Studio · 2 beds · 1 bath,222808625,Alex & Eli,,Stadspark,51.20993,4.4183,Entire home/apt,56,13,76,2023-06-06,1.35,1,58,11,
29605455,Rental unit in Antwerpen · ★4.79 · 2 bedrooms · 4 beds · 1.5 baths,222831298,Arne,,Harmonie,51.20922,4.4043,Entire home/apt,81,2,275,2023-06-18,4.96,22,147,61,
29664912,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1.5 shared baths,48266375,Kristof,,Eilandje,51.23196,4.40404,Private room,169,2,0,,,2,50,0,
29683668,Condo in Antwerpen · ★4.99 · 1 bedroom · 1 bed · 1.5 baths,79434903,Tobias,,Historisch Centrum,51.21969,4.39822,Entire home/apt,113,1,198,2023-06-07,3.60,4,219,18,
29954156,Townhouse in Antwerpen · ★4.40 · 2 bedrooms · 3 beds · 1.5 baths,56980259,Miss C,,Deurne Oost,51.22283,4.47416,Entire home/apt,89,10,6,2022-08-03,0.11,1,57,1,
29982984,Guesthouse in Antwerpen · ★4.84 · Studio · 1 bed · 1 bath,6880249,Sven,,Borgerhout Intra Muros Zuid,51.21349,4.43196,Entire home/apt,74,3,77,2023-06-11,1.41,1,47,16,
30088783,Condo in Antwerpen · ★4.27 · 1 bedroom · 1 bed · 1.5 baths,123487628,Christophe,,Harmonie,51.208349,4.4046506,Entire home/apt,64,2,11,2023-06-26,0.98,1,71,11,
30100357,Rental unit in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1 bath,19714669,Eline,,Stuivenberg,51.22727,4.42687,Entire home/apt,65,28,43,2023-02-28,0.77,1,329,3,
30127354,Serviced apartment in Antwerpen · ★4.62 · Studio · 4 beds · 1 bath,127787502,Olena,,Amandus - Atheneum,51.22407,4.4195,Entire home/apt,144,1,37,2023-05-03,0.66,20,299,8,
30259301,Townhouse in Antwerpen · ★4.75 · 1 bedroom · 2 beds · 1 private bath,109618168,Chantal & Christian,,Stuivenberg,51.21865,4.43041,Private room,78,2,12,2023-02-27,0.25,4,162,5,
30260501,Serviced apartment in Antwerpen · ★4.49 · 1 bedroom · 6 beds · 1 bath,127787502,Olena,,Amandus - Atheneum,51.22498,4.41895,Entire home/apt,181,1,45,2023-03-11,0.81,20,286,2,
30290226,Rental unit in Antwerpen · ★4.77 · 1 bedroom · 2 beds · 1.5 baths,222831298,Arne,,Theaterbuurt-Meir,51.20971,4.40488,Entire home/apt,63,2,180,2023-06-18,3.23,22,161,61,
30319385,Home in Antwerpen · ★4.56 · 3 bedrooms · 6 beds · 1 bath,67322181,Eli,,Universiteitsbuurt,51.21968,4.41384,Entire home/apt,293,1,83,2023-06-02,1.49,8,213,24,
30391008,Townhouse in Antwerpen · 6 bedrooms · 12 beds · 2 baths,228207262,Ann,,Harmonie,51.20826,4.40612,Entire home/apt,200,30,0,,,11,332,0,
30414610,Rental unit in Antwerpen · ★4.72 · 1 bedroom · 1 bed · 1 bath,110993942,Rev,,Amandus - Atheneum,51.21966,4.42307,Entire home/apt,99,2,18,2021-11-18,0.33,16,304,0,
30414744,Rental unit in Antwerpen · ★4.0 · 1 bedroom · 1 bed · 1 bath,110993942,Rev,,Centraal Station,51.21783,4.42188,Entire home/apt,93,2,5,2022-08-15,0.09,16,321,1,
30451449,Rental unit in Antwerpen · ★4.48 · 2 bedrooms · 5 beds · 1 bath,199487811,Kristel,,Universiteitsbuurt,51.22315,4.41262,Entire home/apt,119,3,33,2022-08-14,0.62,2,37,4,
30527484,Rental unit in Antwerpen · ★4.80 · 1 bedroom · 2 beds · 1 bath,66182654,Lieve,,Zuid,51.21209,4.39085,Entire home/apt,91,2,30,2023-05-22,0.55,1,225,20,
30669652,Rental unit in Antwerpen · ★4.92 · 2 bedrooms · 2 beds · 2 baths,5783178,Jeremy,,Centraal Station,51.21392,4.41638,Entire home/apt,162,2,96,2023-05-28,1.76,1,64,39,
30688137,Rental unit in Antwerpen · ★4.62 · 2 bedrooms · 4 beds · 1.5 baths,229705222,Xavier,,Universiteitsbuurt,51.22144,4.4054,Entire home/apt,123,2,145,2023-06-27,2.64,1,35,51,
30949150,Rental unit in Antwerpen · ★4.67 · 2 bedrooms · 2 beds · 1.5 baths,188263278,Christine,,Zuid,51.20975,4.38809,Entire home/apt,185,3,33,2022-10-27,0.60,3,82,7,
30957530,Place to stay in Antwerpen · ★4.44 · 2 beds · 1 private bath,15780894,Simon,,Universiteitsbuurt,51.22369,4.40654,Private room,60,1,270,2023-06-18,4.91,10,15,94,
30966880,Rental unit in Antwerpen · ★4.41 · Studio · 4 beds · 1.5 baths,127787502,Olena,,Amandus - Atheneum,51.22523,4.41756,Entire home/apt,153,1,45,2023-03-12,0.82,20,258,1,
30969571,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 1.5 baths,188263278,Christine,,Zuid,51.20993,4.39623,Entire home/apt,125,3,0,,,3,0,0,
30975341,Rental unit in Antwerpen · ★4.60 · 2 bedrooms · 4 beds · 1 bath,228207262,Ann,,Historisch Centrum,51.22137,4.39612,Entire home/apt,99,10,5,2023-01-03,0.11,11,271,1,
30976395,Loft in Antwerpen · ★4.67 · 1 bedroom · 4 beds · 1 bath,228207262,Ann,,Historisch Centrum,51.22097,4.39673,Entire home/apt,99,14,3,2022-12-10,0.20,11,331,2,
30976426,Rental unit in Antwerpen · ★4.73 · 1 bedroom · 2 beds · 1 bath,175212893,Sanaz,,Markgrave,51.19336,4.41141,Entire home/apt,60,2,194,2023-06-12,3.54,2,135,60,
31015562,Rental unit in Antwerpen · ★4.81 · 1 bedroom · 1 bed · 1.5 shared baths,186966207,Leyla,,Kiel,51.18421,4.38735,Private room,42,2,27,2023-06-19,0.82,1,34,15,
31019383,Rental unit in Antwerpen · ★4.45 · 1 bedroom · 1 bed · 1 bath,219813019,Chij Kumar,,Historisch Centrum,51.22015,4.40016,Entire home/apt,56,1,346,2023-06-14,6.29,5,271,100,
