id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50904,Boutique hotel in Antwerp · ★5.0 · 1 bedroom · 1 bed · 1 private bath,234077,Karin,,Historisch Centrum,51.218575,4.398631,Hotel room,174,2,3,2022-05-15,0.03,4,250,0,
224682,Rental unit in Antwerpen · ★4.78 · 1 bedroom · 2 beds · 1 bath,1263933,Kristien,,Historisch Centrum,51.21906,4.39955,Entire home/apt,113,2,500,2023-06-16,3.62,2,326,97,
345959,Rental unit in Antwerp · ★4.80 · 2 bedrooms · 2 beds · 1 bath,1754396,Marleen,,Markgrave,51.2015,4.40004,Entire home/apt,66,3,90,2023-06-15,0.66,1,301,14,
363155,Rental unit in Antwerp · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,1835458,Roos,,Amandus - Atheneum,51.22109,4.41812,Entire home/apt,79,6,27,2022-11-21,0.20,1,308,2,
366252,Rental unit in Antwerp · ★4.62 · 1 bedroom · 1 bed · 1.5 shared baths,1820186,Godelieve,,Borgerhout Intra Muros Noord,51.21602,4.43472,Private room,40,1,146,2023-06-11,1.07,4,240,33,
522693,Rental unit in Antwerp · 1 bedroom · 2 beds · 1 bath,2562294,Ahome,,Historisch Centrum,51.21943,4.39815,Entire home/apt,282,2,2,2017-10-27,0.02,1,0,0,
603545,Loft in Antwerp · ★4.79 · 1 bedroom · 1 bed · 1 bath,2987880,Cédric,,Harmonie,51.20819,4.40597,Entire home/apt,89,4,28,2023-05-21,0.22,1,332,3,
636664,Rental unit in Antwerp · ★4.52 · 2 bedrooms · 3 beds · 1 bath,462975,Els,,Borgerhout Intra Muros Noord,51.21749,4.43053,Entire home/apt,117,2,116,2023-06-20,0.88,1,350,18,
772842,Loft in Antwerp · ★4.43 · 1 bedroom · 1 bed · 1 bath,4050173,Daisy,,Linkeroever,51.21843,4.38422,Entire home/apt,155,2,75,2023-03-12,0.59,1,180,3,
778043,Rental unit in Antwerp · ★4.66 · 1 bedroom · 1 bed · 1 bath,1735092,Marc & Elizabeth,,Stadspark,51.20446,4.41337,Entire home/apt,81,2,84,2023-05-28,0.66,1,250,7,
791792,Loft in Antwerp · ★4.83 · 1 bedroom · 2 beds · 1 bath,3424990,Tim,,Zuid,51.20502,4.38874,Entire home/apt,90,4,6,2022-03-23,0.05,1,276,0,
813969,Rental unit in Antwerp · ★4.67 · 2 bedrooms · 3 beds · 1.5 baths,4277604,Sarah,,Sint-Andries,51.21347,4.39125,Entire home/apt,226,1,121,2023-06-09,1.24,3,37,26,
891884,Boutique hotel in Antwerp · ★5.0 · 1 bedroom · 1 bed · 1 private bath,234077,Karin,,Historisch Centrum,51.218575,4.398631,Hotel room,175,2,3,2022-05-10,0.07,4,339,0,
891907,Rental unit in Antwerp · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,234077,Karin,,Historisch Centrum,51.218575,4.398631,Entire home/apt,211,3,22,2023-05-30,0.20,4,347,10,
959200,Rental unit in Antwerp · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,4715596,Caroline & Klaas,,Borgerhout Intra Muros Zuid,51.21418,4.43707,Entire home/apt,95,3,71,2023-06-15,0.61,3,29,6,
991824,Rental unit in Antwerp · ★4.60 · 3 bedrooms · 5 beds · 1 bath,5446991,Magali,,Deurne Zuid West,51.20316,4.46015,Entire home/apt,77,1,318,2023-06-14,2.56,2,333,45,
1050693,Rental unit in Antwerp · ★4.64 · 3 bedrooms · 5 beds · 1 bath,5446991,Magali,,Deurne Zuid West,51.20316,4.46015,Entire home/apt,77,1,25,2023-02-13,0.21,2,331,1,
1105318,Rental unit in Antwerp · ★4.47 · 1 bedroom · 2 beds · 1 bath,6068286,Frédéric,,Zuid,51.21147,4.40005,Entire home/apt,85,7,44,2023-05-18,0.36,4,322,8,
1172376,Rental unit in Antwerp · ★4.48 · 1 bedroom · 2 beds · 1 bath,6068286,Frédéric,,Zuid,51.21125,4.40108,Entire home/apt,80,3,22,2023-04-19,0.18,4,332,5,
1172507,Rental unit in Antwerp · ★4.34 · 1 bedroom · 1 bed · 1 bath,6068286,Frédéric,,Zuid,51.21174,4.39944,Entire home/apt,85,2,190,2023-04-15,1.59,4,298,5,
1184623,Loft in Antwerp · ★4.69 · 2 bedrooms · 2 beds · 3 baths,4865806,Tommie,,Eilandje,51.23006,4.40869,Entire home/apt,228,2,36,2023-05-30,0.30,2,178,7,
1227242,Boat in Antwerp · ★4.76 · 10 bedrooms · 20 beds · 2 shared baths,4193029,Jan,,Eilandje,51.22861,4.40386,Private room,66,1,50,2023-05-07,1.23,2,333,19,
1328770,Boat in Antwerp · ★4.51 · 11 bedrooms · 16 beds · 2 shared baths,4193029,Jan,,Eilandje,51.22868,4.40399,Private room,66,1,193,2023-06-04,1.60,2,320,20,
1444602,Rental unit in Antwerp · ★4.73 · 2 bedrooms · 2 beds · 1 bath,7755956,Sabien,,Zurenborg,51.20819,4.42707,Entire home/apt,80,5,12,2023-01-23,0.10,1,15,2,
1504952,Bed and breakfast in Antwerp · ★4.75 · 4 bedrooms · 6 beds · 4.5 baths,573329,Patricia,,Centraal Station,51.21775,4.42684,Private room,500,1,57,2023-01-01,0.48,1,294,1,
1577011,Rental unit in Antwerp · ★4.83 · 2 bedrooms · 2 beds · 1 bath,8382721,Rien,,Amandus - Atheneum,51.22054,4.42773,Entire home/apt,65,5,35,2022-04-23,0.29,1,203,0,
1808782,Loft in Antwerp · ★4.96 · 1 bedroom · 1 bed · 1 bath,9478810,Keith,,Sint-Andries,51.21232,4.39571,Entire home/apt,116,2,249,2023-06-18,2.15,1,187,15,
1897272,Loft in Antwerp · ★4.84 · 1 bedroom · 3 beds · 3 baths,9174116,Sascha,,Haringrode,51.20079,4.41933,Entire home/apt,270,2,67,2019-07-29,0.58,2,363,0,
2051988,Rental unit in Antwerpen · ★4.20 · 1 bedroom · 1 bed · 1 bath,10515379,Luc,,Zuid,51.20671,4.39387,Entire home/apt,55,1,15,2023-04-09,1.53,1,230,15,
2086302,Rental unit in Antwerp · ★4.67 · 1 bedroom · 1 bed · 1 bath,4218557,Anke,,Groenenhoek,51.19747,4.43859,Entire home/apt,49,45,12,2019-06-10,0.10,2,168,0,
2133274,Bed and breakfast in Wilrijk · ★4.42 · 1 bedroom · 1 bed · 1 bath,10885207,Armand,,Oosterveld - Elsdonk,51.17688,4.42428,Private room,80,1,24,2023-06-26,0.27,1,362,5,
2230592,Loft in Antwerp · ★4.55 · 1 bedroom · 1 bed · 2.5 shared baths,3488121,Jan,,Deurne Noord,51.23082,4.44483,Private room,56,1,50,2023-05-20,0.44,2,64,6,
2282418,Condo in Antwerpen · ★4.48 · 1 bedroom · 2 beds · 1 bath,11633996,Samira,,Borgerhout Extra Muros,51.21264,4.45213,Entire home/apt,69,2,154,2023-06-25,1.56,1,232,40,
2448815,Boutique hotel in Antwerp · 1 bedroom · 1 bed · 1.5 baths,12523959,Tom,,Sint-Andries,51.21603012084961,4.399158954620361,Private room,209,1,0,,,4,240,0,
2543695,Rental unit in Antwerp · ★4.90 · 2 bedrooms · 2 beds · 1.5 baths,234077,Karin,,Historisch Centrum,51.218575,4.398631,Entire home/apt,211,3,31,2023-04-02,0.30,4,297,6,
2602613,Home in Antwerp · ★4.90 · 1 bedroom · 1 bed · 1 bath,13330269,Joelle,,Borgerhout Intra Muros Zuid,51.21595,4.43032,Entire home/apt,65,2,225,2023-06-25,2.00,1,182,45,
2609419,Rental unit in Antwerp · ★4.71 · 1 bedroom · 2 beds · 1 bath,10342058,Sofie & Manu,,Zuid,51.20703,4.38918,Entire home/apt,65,2,35,2022-09-01,0.33,2,27,3,
2659281,Townhouse in Antwerpen · ★5.0 · 3 bedrooms · 4 beds · 2 baths,6602849,Rudina,,Deurne Dorp - Gallifort,51.21962,4.45746,Entire home/apt,194,4,8,2023-05-21,0.72,2,30,8,
2682144,Loft in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,13731159,Nick,,Zurenborg,51.20949,4.42592,Entire home/apt,60,14,9,2023-02-04,0.18,1,0,1,
2682808,Townhouse in Antwerp · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,13733939,An,,Oud - Berchem,51.19926,4.42986,Private room,38,2,453,2023-06-19,4.03,1,342,47,
2819412,Home in Antwerpen · ★4.47 · 3 bedrooms · 5 beds · 2 shared baths,14423888,Terra,,Borgerhout Intra Muros Zuid,51.20914,4.43539,Private room,37,1,137,2023-06-25,1.40,1,337,13,
3203133,Rental unit in Antwerp · ★4.70 · 1 bedroom · 1 bed · 1 bath,13572444,Vincent,,Haringrode,51.20511,4.42562,Entire home/apt,35,20,11,2019-09-20,0.10,1,0,0,
3518676,Rental unit in Antwerpen · ★4.49 · 2 bedrooms · 3 beds · 1 bath,17717089,Leonie En Ahmed,,Historisch Centrum,51.22343,4.40121,Entire home/apt,150,2,77,2020-03-08,0.73,1,150,0,
3857702,Condo in Antwerp · ★5.0 · 2 bedrooms · 2 beds · 1 bath,19891615,Bart,,Universiteitsbuurt,51.22173,4.4092,Entire home/apt,200,2,42,2023-03-12,0.40,3,316,12,
3860392,Townhouse in Antwerp · ★5.0 · 1 bedroom · 1 bed · 1 private bath,19891615,Bart,,Universiteitsbuurt,51.22118,4.4078,Private room,90,2,3,2023-05-21,0.03,3,352,2,
4017995,Bed and breakfast in Antwerp · ★4.87 · 1 bedroom · 1 bed · 1 private bath,20834666,Greta,,Harmonie,51.20784,4.40526,Private room,80,1,31,2023-06-07,0.31,2,52,1,
4030176,Rental unit in Antwerp · ★4.21 · 1 bedroom · 1 bed · 1.5 baths,9438737,Joel,,Amandus - Atheneum,51.22512,4.41773,Entire home/apt,50,14,163,2023-05-22,1.53,1,283,7,
4064854,Bed and breakfast in Antwerp · ★4.76 · 1 bedroom · 2 beds · 1.5 shared baths,20834666,Greta,,Harmonie,51.20704,4.40589,Private room,80,1,50,2022-08-15,0.50,2,76,2,
4178600,Home in Antwerp · ★4.68 · 1 bedroom · 1 bed · 1.5 shared baths,21679611,Tom,,Zurenborg,51.20905,4.42731,Private room,85,2,179,2023-06-22,1.74,1,363,10,
4265913,Townhouse in Antwerp · ★4.84 · 2 bedrooms · 3 beds · 1.5 baths,22144864,Greet,,Amandus - Atheneum,51.21765,4.4284,Entire home/apt,253,2,25,2023-05-21,0.24,2,332,3,
4322521,Rental unit in Antwerp · ★4.86 · 2 bedrooms · 4 beds · 2 baths,15216532,Pascal,,Zuid,51.20585,4.38986,Entire home/apt,120,2,308,2023-04-24,2.97,2,297,21,
4425751,Condo in Antwerp · ★4.72 · 2 bedrooms · 2 beds · 1 shared bath,3093188,Saskia,,Stadspark,51.20934,4.41503,Private room,64,1,107,2023-04-23,1.03,1,239,11,
4605928,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 1 bed · 1.5 baths,23866988,Inge,,Hoboken - Noord,51.17663,4.36932,Entire home/apt,106,5,9,2023-01-06,0.09,1,193,1,
4733497,Cottage in Antwerpen · ★4.65 · 4 bedrooms · 4 beds · 1 bath,24249803,Michel,,Sint-Andries,51.21743,4.39925,Entire home/apt,190,2,122,2021-12-05,1.19,1,0,0,
4980368,Rental unit in Antwerpen · ★4.91 · 2 bedrooms · 4 beds · 1 bath,25674863,Sam,,Groenenhoek,51.20373,4.4406,Entire home/apt,81,2,12,2023-05-28,0.14,2,349,6,
4985922,Rental unit in Antwerpen · ★4.66 · 1 bedroom · 1 bed · 1 bath,25701603,Nadi,,Harmonie,51.20845,4.40583,Entire home/apt,95,2,41,2023-06-26,0.42,1,355,10,
5020599,Loft in Antwerpen · ★4.92 · Studio · 1 bed · 1 bath,13357011,Liselotte,,Theaterbuurt-Meir,51.21758,4.40584,Entire home/apt,115,3,60,2023-05-22,0.59,1,43,15,
5047962,Loft in Antwerpen · ★4.68 · 1 bedroom · 1 bed · 1.5 baths,12309348,Luc & Kristina,,Haringrode,51.20269,4.42433,Private room,60,1,170,2023-06-17,1.66,1,306,17,
5074616,Condo in Antwerpen · ★4.87 · 2 bedrooms · 2 beds · 1 bath,26204741,Patrick,,Eilandje,51.23028,4.41823,Entire home/apt,96,5,105,2023-06-16,1.03,1,29,11,
5143364,Condo in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,15066463,Lien,,Borgerhout Intra Muros Zuid,51.21311,4.43188,Entire home/apt,70,5,0,,,1,167,0,
5187760,Rental unit in Antwerpen · ★4.90 · 3 bedrooms · 4 beds · 4 baths,24007242,Eric,,Zuid,51.21193,4.39359,Entire home/apt,150,30,40,2022-07-23,0.39,1,358,1,
5233718,Rental unit in Antwerpen · ★4.93 · 1 bedroom · 4 beds · 1.5 baths,27086764,Nina,,Theaterbuurt-Meir,51.21543,4.41303,Entire home/apt,126,3,31,2023-06-13,0.30,1,176,5,
5379855,Loft in Antwerp · ★4.75 · 4 bedrooms · 5 beds · 2.5 baths,11534275,"Ian, Jande En Marie",,Borgerhout Intra Muros Zuid,51.21492,4.43353,Entire home/apt,338,3,234,2023-06-11,2.33,1,125,26,
5417459,Home in Antwerpen · ★4.77 · 2 bedrooms · 2 beds · 2 baths,7553126,Tania,,Hoboken - Centrum,51.18042,4.36373,Entire home/apt,69,7,95,2023-05-28,1.07,1,90,4,
5536783,Rental unit in Antwerpen · ★4.85 · 1 bedroom · 1 bed · 1 bath,10843073,Charly,,Zuid,51.20972,4.39794,Entire home/apt,120,25,26,2023-05-31,0.26,1,61,3,
5574536,Rental unit in Antwerpen · ★4.81 · 1 bedroom · 1 bed · 1 bath,28902892,AchA,,Historisch Centrum,51.21839,4.40051,Entire home/apt,101,2,142,2023-06-11,1.42,2,309,16,
5575185,Rental unit in Antwerpen · ★4.94 · 2 bedrooms · 3 beds · 1.5 baths,28902892,AchA,,Historisch Centrum,51.2203,4.39997,Entire home/apt,132,2,305,2023-06-04,3.03,2,186,45,
5578067,Home in Antwerpen · ★4.84 · 1 bedroom · 2 beds · 1 private bath,28920566,Jasper,,Universiteitsbuurt,51.22239,4.41479,Private room,100,2,222,2023-06-04,2.21,1,139,18,
5646286,Rental unit in Antwerpen · ★4.81 · 1 bedroom · 1 bed · 1 bath,4715596,Caroline & Klaas,,Borgerhout Intra Muros Noord,51.21433,4.43895,Entire home/apt,115,3,84,2023-06-21,0.84,3,31,16,
5702020,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1 bath,29563257,Isa,,Sint-Andries,51.21498,4.39607,Entire home/apt,95,2,109,2022-07-31,1.08,1,0,3,
5741728,Home in Antwerpen · ★4.71 · 1 bedroom · 1 bed · 1 bath,29779875,&Quot;La Casa Di Frà,,Borgerhout Intra Muros Zuid,51.21477,4.42966,Entire home/apt,70,1,34,2018-03-04,0.34,1,0,0,
5789730,Rental unit in Antwerpen · ★4.68 · 1 bedroom · 3 beds · 1 bath,30038566,Marleen,,Deurne Zuid Oost,51.19654,4.46076,Entire home/apt,79,1,45,2022-10-15,0.45,1,272,1,
5940310,Rental unit in Antwerpen · ★4.76 · 1 bedroom · 2 beds · 1.5 baths,4586965,Mariona,,Kiel,51.18287,4.38895,Entire home/apt,128,1,59,2022-06-30,0.69,2,349,1,
5994895,Loft in Antwerpen · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,11857224,Christel,,Historisch Centrum,51.219608,4.398143,Entire home/apt,140,3,37,2023-05-21,0.38,1,351,9,
6000928,Rental unit in Antwerpen · ★4.32 · 1 bedroom · 2 beds · 1 bath,29134589,Guido,,Deurne Oost,51.22313,4.48488,Entire home/apt,135,1,20,2023-05-12,0.22,1,346,2,
6046872,Rental unit in Antwerpen · ★4.94 · 1 bedroom · 2 beds · 1.5 baths,27432928,Anastassya,,Stadspark,51.20735,4.41104,Entire home/apt,79,2,80,2022-04-24,1.52,1,0,0,
6051973,Condo in Antwerp · ★4.97 · 2 bedrooms · 2 beds · 1 bath,3970988,Arthur,,Theaterbuurt-Meir,51.214393615722656,4.403626918792725,Entire home/apt,154,2,98,2023-05-29,0.98,1,303,16,
6071213,Home in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,1820186,Godelieve,,Deurne Oost,51.22103,4.47749,Private room,17,14,9,2020-07-19,0.09,4,239,0,
6149034,Rental unit in Antwerpen · ★4.78 · 1 bedroom · 1 bed · 1 bath,25673165,Sharon,,Eilandje,51.23104,4.40388,Entire home/apt,57,2,439,2023-06-18,4.42,1,297,76,
6150016,Townhouse in Antwerpen · ★4.81 · 1 bedroom · 1 bed · 1.5 shared baths,21648784,Samuel,,Borgerhout Intra Muros Zuid,51.21288,4.43255,Private room,55,1,60,2023-06-11,0.60,1,125,13,
6183201,Rental unit in Antwerp · ★4.61 · Studio · 1 bed · 1 bath,31447903,Marjolijn,,Brederode,51.20516,4.39442,Entire home/apt,85,5,57,2023-06-09,0.57,1,1,5,
6271039,Rental unit in Antwerpen · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,20572492,JackieJ,,Borgerhout Intra Muros Zuid,51.21136,4.4416,Private room,35,2,101,2021-02-14,1.02,3,0,0,
6280941,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,32650024,Jérôme,,Oud - Berchem,51.19783,4.41535,Entire home/apt,131,3,4,2023-06-13,1.09,1,266,4,
6418099,Townhouse in Antwerp · ★4.86 · 1 bedroom · 2 beds · 1.5 shared baths,33481052,Anne,,Borgerhout Intra Muros Zuid,51.21538,4.42761,Private room,51,3,314,2023-05-30,3.21,5,335,19,
6463582,Rental unit in Antwerpen · ★4.92 · 2 bedrooms · 2 beds · 1.5 shared baths,30519050,Bart,,Stuivenberg,51.22158,4.4337,Private room,54,7,119,2023-06-24,1.21,1,61,9,
6545997,Rental unit in Antwerp · ★4.97 · 1 bedroom · 1 bed · 1.5 baths,34241163,Peter,,Amandus - Atheneum,51.2253,4.41752,Entire home/apt,88,4,31,2023-06-04,0.32,1,4,7,
6584668,Townhouse in Antwerpen · ★4.96 · 5 bedrooms · 6 beds · 3.5 baths,9629145,Tom,,Stadspark,51.20815,4.41123,Entire home/apt,826,2,156,2023-06-07,1.62,1,167,24,
6585827,Home in Antwerpen · ★4.87 · 1 bedroom · 2 beds · 1.5 shared baths,34449017,Martha,,Borgerhout Intra Muros Zuid,51.215328216552734,4.427670001983643,Private room,43,14,175,2023-05-06,1.80,2,354,10,
6659457,Rental unit in Antwerpen · ★4.70 · 2 bedrooms · 1 bed · 1 bath,26567466,Aurélie,,Brederode,51.20044,4.39501,Entire home/apt,98,2,51,2023-06-01,0.52,1,356,7,
6672914,Rental unit in Antwerpen · ★4.38 · 1 bedroom · 2 beds · 1 bath,34924663,Astrid,,Eilandje,51.23188,4.40614,Entire home/apt,68,2,61,2023-06-27,0.65,1,244,11,
6700898,Home in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,33481052,Anne,,Borgerhout Intra Muros Zuid,51.215274810791016,4.4275407791137695,Private room,49,10,18,2023-03-20,0.18,5,358,4,
6833081,Rental unit in Antwerp · ★4.45 · 1 bedroom · 1 bed · 1 bath,35491133,Karin,,Nieuw - Zuid,51.20625,4.38543,Entire home/apt,58,20,48,2020-10-31,0.49,2,123,0,
7027563,Rental unit in Antwerpen · ★4.33 · Studio · 2 beds · 1 bath,36841645,Anna,,Nieuw - Kwartier West,51.18863,4.42656,Entire home/apt,68,30,22,2020-05-28,0.23,1,179,0,
7067067,Townhouse in Antwerpen · ★4.87 · 1 bedroom · 1 bed · 1.5 shared baths,33481052,Anne,,Borgerhout Intra Muros Zuid,51.21528,4.42754,Private room,48,2,216,2023-03-18,2.23,5,275,8,
7298474,Rental unit in Antwerpen · ★4.64 · 1 bedroom · 1 bed · 1.5 baths,27585607,Christel,,Amandus - Atheneum,51.22388,4.42032,Entire home/apt,75,2,365,2023-06-17,3.78,2,280,41,
7395215,Condo in Antwerpen · ★4.78 · 2 bedrooms · 1 bed · 1.5 baths,38669961,Charis,,Dam,51.23237,4.42278,Entire home/apt,99,30,38,2023-04-24,0.39,1,314,3,
7552929,Rental unit in Antwerpen · ★4.84 · 1 bedroom · 1 bed · 1 bath,10832813,Freya,,Borgerhout Intra Muros Noord,51.21714,4.44348,Entire home/apt,80,2,129,2023-05-01,1.34,1,11,12,
7614218,Rental unit in Antwerpen · ★4.66 · 5 bedrooms · 4 beds · 3.5 baths,8851707,KloosUp,,Petroleum - Zuid,51.19629,4.39048,Entire home/apt,99,3,92,2022-11-27,1.05,1,179,5,
7649576,Rental unit in Antwerpen · ★4.50 · 1 bedroom · 1 bed · 1 bath,40140067,Katrien,,Markgrave,51.19791,4.40655,Entire home/apt,119,2,54,2023-05-08,0.56,1,361,5,
7724259,Villa in Antwerpen · ★4.90 · 3 bedrooms · 3 beds · 3 baths,24189736,Paul,,Borgerhout Intra Muros Zuid,51.21213,4.4317,Entire home/apt,500,4,20,2019-11-10,0.21,1,354,0,
7814882,Rental unit in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1 bath,19889207,Alex,,Historisch Centrum,51.22406,4.40329,Entire home/apt,78,2,457,2023-06-11,4.78,4,134,72,
7892353,Rental unit in Antwerpen · ★4.85 · 2 bedrooms · 2 beds · 2 baths,29142151,Suzy,,Zuid,51.20889,4.38778,Entire home/apt,110,5,61,2022-06-22,0.64,3,177,0,
8038470,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 1 bed · 1 bath,42451031,Lana,,Historisch Centrum,51.2223,4.40453,Entire home/apt,149,1,159,2023-06-11,1.73,3,326,6,
8094749,Loft in Antwerpen · ★4.62 · 2 bedrooms · 2 beds · 2 baths,2793445,Christophe,,Haringrode,51.20362,4.4212,Entire home/apt,195,1,31,2023-06-04,0.44,1,176,12,
8104534,Yurt in Antwerpen · ★4.59 · 1 bedroom · 4 beds · 1 bath,20572492,JackieJ,,Borgerhout Intra Muros Zuid,51.21124,4.44152,Entire home/apt,36,2,193,2021-05-09,2.03,3,113,0,
8158582,Rental unit in Antwerp · ★4.86 · 2 bedrooms · 2 beds · 1.5 baths,43067380,Laura,,Groenenhoek,51.19842,4.44076,Entire home/apt,76,2,96,2023-06-17,2.64,1,126,59,
8256105,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,43533942,Lisa,,Amandus - Atheneum,51.21815,4.42914,Entire home/apt,85,3,6,2022-11-25,0.53,1,0,6,
8469104,Houseboat in Antwerp · ★4.51 · 2 bedrooms · 3 beds · 1 bath,44600268,Tom,,Eilandje,51.23492,4.41387,Entire home/apt,130,1,53,2023-03-13,0.56,1,362,3,
8473696,Home in Antwerpen · ★4.72 · 1 bedroom · 2 beds · 1 bath,44623726,Martin,,Eilandje,51.2286,4.40512,Entire home/apt,94,2,130,2023-06-12,1.40,1,353,22,
8491381,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,43163766,Olivier,,Zuid,51.2099,4.39645,Entire home/apt,55,2,0,,,1,0,0,
8514381,Rental unit in Antwerpen · ★4.64 · Studio · 1 bed · 1 bath,44834170,Leni,,Centraal Station,51.21932,4.41635,Entire home/apt,59,2,289,2023-06-25,3.09,2,239,48,
8599666,Rental unit in Antwerpen · ★4.81 · 2 bedrooms · 3 beds · 1 bath,222831298,Arne,,Theaterbuurt-Meir,51.21314,4.40439,Entire home/apt,73,2,428,2023-06-25,4.64,22,142,77,
8725792,Rental unit in Antwerpen · ★4.65 · 1 bedroom · 2 beds · 1 bath,45793937,Daniella,,Stadspark,51.21141,4.41013,Entire home/apt,74,14,34,2020-03-23,0.39,1,48,0,
8751883,Home in Antwerpen · ★4.74 · 8 bedrooms · 25 beds · 8.5 baths,26893689,Filip,,Polder,51.34809,4.34193,Entire home/apt,568,2,39,2023-06-14,0.44,1,171,4,
8766126,Rental unit in Antwerpen · ★4.83 · Studio · 1 bed · 1 bath,19889207,Alex,,Historisch Centrum,51.22201,4.40175,Entire home/apt,71,2,676,2023-06-04,7.20,4,136,69,
8772155,Rental unit in Antwerpen · ★4.94 · 2 bedrooms · 2 beds · 2.5 baths,29142151,Suzy,,Zuid,51.20938,4.38797,Entire home/apt,250,3,16,2022-07-31,0.17,3,299,1,
8853612,Loft in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1 bath,27447276,Kavak,,Amandus - Atheneum,51.21868,4.42484,Entire home/apt,115,3,111,2019-10-27,1.18,1,270,0,
8877884,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1 bath,46459971,Pascal,,Zuid,51.20896,4.40023,Entire home/apt,99,2,150,2023-06-12,1.60,1,293,23,
8959933,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,46828404,Johan,,Sint-Andries,51.21511,4.39238,Entire home/apt,65,14,4,2020-09-06,0.04,1,178,0,
8965535,Loft in Antwerpen · ★4.68 · 1 bedroom · 1 bed · 1 bath,46855052,Marije,,Zuid,51.20629,4.39117,Entire home/apt,71,5,136,2022-08-16,1.52,1,171,1,
9063100,Rental unit in Antwerpen · ★4.79 · 2 bedrooms · 3 beds · 2 baths,42451031,Lana,,Historisch Centrum,51.22089,4.40439,Entire home/apt,151,1,319,2023-06-09,3.48,3,308,25,
9126033,Rental unit in Antwerpen · ★4.39 · 1 bedroom · 1 bed · 1 bath,47542627,Martha En Saki,,Stuivenberg,51.2216,4.43292,Entire home/apt,70,2,67,2023-05-29,0.72,1,144,21,
9444009,Condo in Antwerpen · ★4.88 · 1 bedroom · 2 beds · 1 bath,48943070,Anny,,Historisch Centrum,51.22563,4.40316,Private room,100,1,139,2023-05-28,1.52,1,359,23,
9444419,Rental unit in Antwerpen · ★4.58 · 4 bedrooms · 4 beds · 3.5 baths,4277604,Sarah,,Zuid,51.21258,4.39068,Entire home/apt,326,1,184,2023-06-02,2.05,3,15,29,
9487949,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,8331121,Joeri,,Amandus - Atheneum,51.2239,4.41721,Private room,35,1,97,2021-04-09,1.05,1,0,0,
9582616,Rental unit in Antwerpen · ★4.84 · 2 bedrooms · 3 beds · 1.5 baths,19211847,Dieter,,Borgerhout Extra Muros,51.2014,4.44433,Entire home/apt,119,2,56,2023-06-02,0.84,1,140,10,
9809688,Townhouse in Antwerpen · ★4.40 · 1 bedroom · 3 beds · 1.5 shared baths,11087865,Jay,,Universiteitsbuurt,51.22609,4.40984,Private room,46,1,349,2023-06-21,3.81,4,303,76,
9854143,Rental unit in Antwerpen · ★4.42 · 1 bedroom · 2 beds · 1 bath,41687451,Irina & Gianpaolo,,Universiteitsbuurt,51.22214,4.4083,Entire home/apt,58,2,91,2020-01-30,0.99,1,3,0,
9911612,Townhouse in Antwerpen · ★4.40 · 1 bedroom · 3 beds · 1 shared bath,11087865,Jay,,Universiteitsbuurt,51.22593,4.41114,Private room,56,1,152,2023-06-12,1.67,4,319,65,
9913124,Loft in Antwerpen · ★4.64 · 1 bedroom · 6 beds · 1.5 baths,50969699,Petra,,Historisch Centrum,51.22016,4.40346,Entire home/apt,248,2,224,2023-06-06,2.50,2,343,28,
10015096,Rental unit in Antwerpen · ★4.86 · 2 bedrooms · 3 beds · 1 bath,51433236,Tinne,,Theaterbuurt-Meir,51.21244,4.40585,Entire home/apt,62,7,167,2023-06-17,1.86,1,144,5,
10050755,Rental unit in Antwerpen · ★4.59 · 1 bedroom · 1 bed · 1.5 baths,17189644,Irene,,Universiteitsbuurt,51.22289,4.41138,Entire home/apt,70,1,71,2020-07-20,0.78,1,307,0,
10170353,Rental unit in Antwerpen · ★4.25 · 3 bedrooms · 3 beds · 2 baths,52106350,Jackie,,Centraal Station,51.21747,4.42475,Entire home/apt,160,2,156,2023-06-04,1.75,7,335,17,
